Country,State,University Name,Type of University,Tie Up with University,School,Technologies/Courses Offered,Course Types,Unplaced %,Corporate Tie Up,Job Offering,Internship,Marketing Strategy,Costing,Hackathons,Services Offered,Scholarships,Tier,Ranking
Yemen,Dhamar,Dhamar University,Private,Yes,Business,Data Science,Full-time,16.26,Yes,Yes,No,Email Marketing,$38818,No,Training,Yes,Tier 1,643
Yemen,Hadhramaut,Hadhramout University,Private,Yes,Business,ML,Part-time,7.96,Yes,Yes,No,Social Media Advertising,$16831,Yes,Consulting,No,Tier 1,946
Yemen,Al Mukalla,Al-Mukalla University,Private,No,Business,Cyber Security,Part-time,12.02,No,No,No,Community Engagement,$33392,No,Training,No,Tier 1,677
Vietnam,Hanoi,Hanoi University of Science and Technology,Public,No,Science,Cyber Security,Online,6.37,Yes,No,Yes,Community Engagement,$42764,Yes,Both,No,Tier 1,222
Vietnam,Hanoi,Hanoi University,Private,No,Engineering,IoT,Online,18.48,Yes,No,No,Print Media,$17750,Yes,Training,Yes,Tier 2,443
Vietnam,Hanoi,University of Hanoi,Public,Yes,Arts,Data Science,Full-time,12.15,Yes,Yes,Yes,Email Marketing,$33664,Yes,Consulting,No,Tier 1,399
Vietnam,Hanoi,"University of Education, Hanoi",Private,No,Arts,ML,Online,18.66,Yes,Yes,Yes,Community Engagement,$20235,Yes,Consulting,No,Tier 2,710
Vietnam,Hanoi,Thuy Loi University,Public,No,Arts,AI,Online,16.19,Yes,No,Yes,Search Engine Marketing (SEM),$34948,No,Both,No,Tier 2,818
Vietnam,Hanoi,Military Medical University,Public,No,Science,IoT,Full-time,10.78,Yes,Yes,Yes,Search Engine Marketing (SEM),$37557,No,Training,Yes,Tier 1,42
Vietnam,Hanoi,National Economics University,Public,Yes,Arts,Data Science,Online,7.31,Yes,No,Yes,Email Marketing,$48593,No,Both,No,Tier 2,192
Vietnam,Hanoi,"Vietnam National University, Hanoi",Private,Yes,Arts,AI,Part-time,12.13,Yes,No,Yes,Email Marketing,$26811,No,Consulting,Yes,Tier 2,555
Vietnam,Hanoi,FPT University,Public,Yes,Business,ML,Full-time,16.99,Yes,No,Yes,Search Engine Marketing (SEM),$19580,Yes,Both,Yes,Tier 2,794
Vietnam,Da Nang,University of Danang,Public,No,Business,IoT,Full-time,10.99,No,Yes,Yes,Social Media Advertising,$42277,No,Both,No,Tier 1,650
Vietnam,Da Nang,American University in Vietnam,Private,No,Business,Data Science,Full-time,5.32,No,Yes,Yes,SEO,$45484,No,Both,No,Tier 1,65
Vietnam,Da Nang,Central International University,Private,Yes,Business,Cyber Security,Online,18.2,No,Yes,Yes,Direct Engagement,$35143,Yes,Training,Yes,Tier 1,249
Vietnam,Ho Chi Minh City,Ho Chi Minh City University of Technology,Public,Yes,Science,Cyber Security,Full-time,6.03,No,No,No,Radio and tv advertising,$22505,No,Consulting,No,Tier 3,523
Vietnam,Ho Chi Minh City,Nong Lam University,Public,No,Arts,IoT,Part-time,6.47,Yes,No,No,Radio and tv advertising,$31830,Yes,Both,No,Tier 1,377
Vietnam,Ho Chi Minh City,Hochiminh City University of Pedagogy,Public,No,Arts,Cyber Security,Online,8.83,No,Yes,No,SEO,$40452,Yes,Training,Yes,Tier 2,609
Vietnam,Ho Chi Minh City,"Vietnam National University, Ho Chi Minh City",Private,No,Business,Cyber Security,Online,15.01,No,Yes,No,Influencer Marketing,$33261,Yes,Training,No,Tier 2,831
Vietnam,Ho Chi Minh City,University of Agriculture and Forestry,Public,No,Business,Data Science,Part-time,11.9,No,No,No,Email Marketing,$41666,Yes,Consulting,Yes,Tier 1,122
Vietnam,Ho Chi Minh City,University of International Business and Economics,Public,No,Science,AI,Part-time,10.69,No,Yes,Yes,Influencer Marketing,$41551,No,Both,No,Tier 3,206
Vietnam,Ho Chi Minh City,Hong Bang International University,Private,No,Business,Cyber Security,Part-time,18.6,Yes,No,No,SEO,$12201,Yes,Both,Yes,Tier 2,783
Vietnam,Ho Chi Minh City,Van Lang University,Private,No,Engineering,IoT,Part-time,7.26,No,No,No,Email Marketing,$14278,No,Both,Yes,Tier 1,664
Vietnam,Ho Chi Minh City,Hoa Sen University,Public,Yes,Arts,Data Science,Online,7.89,No,Yes,Yes,Email Marketing,$35423,Yes,Consulting,Yes,Tier 2,286
Vietnam,Ho Chi Minh City,Troy University Vietnam,Private,No,Engineering,IoT,Full-time,8.65,No,No,No,Social Media Advertising,$25267,Yes,Both,Yes,Tier 1,363
Vietnam,Ho Chi Minh City,RMIT University Vietnam,Public,No,Arts,Cyber Security,Part-time,7.99,Yes,No,Yes,Radio and tv advertising,$28396,No,Both,Yes,Tier 1,793
Vietnam,Ho Chi Minh City,University of Finance and Marketing,Public,Yes,Business,ML,Part-time,19.63,No,Yes,Yes,Search Engine Marketing (SEM),$15765,No,Training,Yes,Tier 1,953
Vietnam,Hue,Hue University,Private,Yes,Arts,IoT,Part-time,7.47,No,Yes,Yes,Direct Engagement,$42745,Yes,Both,Yes,Tier 3,421
Vietnam,Can Tho,Can Tho University,Public,No,Arts,ML,Part-time,5.06,No,Yes,No,Community Engagement,$19016,No,Both,No,Tier 2,447
Vietnam,Vinh,Vinh University,Public,No,Business,Cyber Security,Part-time,16.96,No,Yes,Yes,Search Engine Marketing (SEM),$41208,Yes,Training,Yes,Tier 3,571
Vietnam,Nam Dinh,Nam Dinh University of Nursing,Public,No,Business,ML,Online,13.12,Yes,Yes,No,Email Marketing,$23799,Yes,Consulting,Yes,Tier 3,552
China,Beijing,Beijing University of International Business and Economics (Private/Public),Public,No,Business,ML,Online,14.93,No,Yes,Yes,Radio and tv advertising,$25387,No,Training,No,Tier 2,171
China,Shanghai,Fudan University,Private,Yes,Engineering,AI,Full-time,19.8,Yes,Yes,No,Community Engagement,$44840,Yes,Training,Yes,Tier 1,810
China,Shanghai,Shanghai Jiao Tong University,Private,No,Science,Cyber Security,Part-time,5.89,No,No,No,Print Media,$29390,No,Training,No,Tier 1,954
China,Shanghai,Tongji University,Public,No,Business,AI,Full-time,6.25,Yes,No,Yes,SEO,$48039,No,Consulting,No,Tier 2,371
China,Shanghai,East China Normal University,Public,No,Science,IoT,Part-time,7.95,Yes,Yes,Yes,Direct Engagement,$11889,No,Both,Yes,Tier 2,987
China,Shanghai,Shanghai International Studies University (SISU),Public,No,Arts,AI,Full-time,11.99,Yes,No,No,Search Engine Marketing (SEM),$48797,Yes,Consulting,No,Tier 2,89
China,Zhejiang,Zhejiang University,Public,No,Arts,IoT,Part-time,6.64,No,Yes,Yes,SEO,$33487,Yes,Both,Yes,Tier 2,465
China,Zhejiang,Wenzhou-Kean University,Private,No,Business,IoT,Part-time,6.36,Yes,Yes,Yes,Social Media Advertising,$35198,No,Both,No,Tier 1,266
China,Zhejiang,Ningbo University of Technology,Private,Yes,Business,IoT,Online,17.8,Yes,Yes,No,Community Engagement,$33344,Yes,Training,Yes,Tier 3,242
China,Jiangsu,Xi'an Jiaotong-Liverpool University,Private,No,Business,ML,Full-time,12.66,No,Yes,Yes,Social Media Advertising,$49037,Yes,Training,No,Tier 1,465
China,Anhui,University of Science and Technology of China,Private,No,Engineering,Cyber Security,Online,9.4,Yes,Yes,Yes,Direct Engagement,$32191,Yes,Both,Yes,Tier 1,326
China,Hubei,Wuhan University,Public,No,Engineering,IoT,Full-time,17.21,Yes,No,No,SEO,$18592,No,Training,No,Tier 2,682
China,Hubei,Huazhong University of Science and Technology,Private,No,Arts,AI,Online,9.49,Yes,No,No,Email Marketing,$30855,Yes,Both,Yes,Tier 3,477
China,Guangdong,Sun Yat-sen University,Private,No,Science,Cyber Security,Part-time,7.56,Yes,Yes,Yes,Search Engine Marketing (SEM),$45277,No,Both,Yes,Tier 3,266
China,Guangdong,United International College (Beijing Normal University-Hong Kong Baptist University),Public,Yes,Arts,Data Science,Full-time,14.18,No,No,Yes,Influencer Marketing,$39892,Yes,Both,No,Tier 1,186
China,Guangdong,Shenzhen University (certain departments and colleges),Private,No,Science,IoT,Full-time,17.65,No,No,No,Print Media,$48260,Yes,Both,No,Tier 2,956
China,Sichuan,Sichuan University,Public,Yes,Science,Cyber Security,Part-time,8.78,No,No,Yes,SEO,$46135,Yes,Training,No,Tier 2,923
China,Shaanxi,Xi'an Jiaotong University,Private,Yes,Engineering,ML,Online,8.64,No,No,No,Email Marketing,$17463,No,Training,Yes,Tier 3,361
China,Shandong,Shandong University,Public,No,Business,ML,Online,16.25,Yes,Yes,No,Print Media,$20131,Yes,Training,No,Tier 2,270
China,Tianjin,Nankai University,Public,Yes,Business,AI,Part-time,10.7,No,No,Yes,Influencer Marketing,$37813,Yes,Consulting,Yes,Tier 3,8
China,Heilongjiang,Harbin Institute of Technology,Public,No,Arts,AI,Online,12.5,No,Yes,Yes,Email Marketing,$22551,No,Consulting,No,Tier 2,443
China,Fujian,Xiamen University,Public,Yes,Engineering,ML,Online,12.46,Yes,No,No,Community Engagement,$23096,No,Both,Yes,Tier 1,595
China,Hunan,Central South University,Public,Yes,Business,Cyber Security,Online,17.19,No,Yes,No,Search Engine Marketing (SEM),$32177,No,Consulting,Yes,Tier 3,40
China,Hangzhou,Hangzhou Dianzi University (certain departments),Private,No,Engineering,ML,Online,10.23,No,Yes,Yes,Community Engagement,$17088,Yes,Consulting,No,Tier 2,714
Uzbekistan,Tashkent,Tashkent State Technical University,Public,No,Science,AI,Online,8.74,Yes,Yes,No,Community Engagement,$24212,No,Both,Yes,Tier 1,104
Uzbekistan,Tashkent,Tashkent State University of Economics,Private,No,Engineering,ML,Full-time,10.34,No,No,No,Social Media Advertising,$46812,No,Both,Yes,Tier 1,210
Uzbekistan,Tashkent,Tashkent University of Information Technologies,Public,Yes,Science,Cyber Security,Online,9.07,No,No,Yes,Direct Engagement,$39893,Yes,Consulting,Yes,Tier 2,442
Uzbekistan,Tashkent,National University of Uzbekistan,Public,No,Arts,Cyber Security,Part-time,8.12,Yes,No,No,Social Media Advertising,$48321,No,Both,Yes,Tier 3,796
Uzbekistan,Tashkent,Uzbekistan State World Languages University,Private,Yes,Engineering,Data Science,Full-time,18.29,Yes,No,Yes,SEO,$43363,No,Training,No,Tier 1,692
Uzbekistan,Tashkent,Tashkent Medical Academy,Private,No,Business,AI,Online,19.22,No,Yes,Yes,SEO,$23098,Yes,Both,Yes,Tier 1,412
Uzbekistan,Tashkent,Uzbek State Institute of Arts and Culture,Private,No,Science,AI,Full-time,12.86,No,No,Yes,Influencer Marketing,$28456,Yes,Consulting,Yes,Tier 1,954
Uzbekistan,Tashkent,Urgench State University,Private,No,Science,Data Science,Online,9.56,No,No,No,Radio and tv advertising,$48558,No,Consulting,Yes,Tier 3,546
Uzbekistan,Tashkent,Tashkent Institute of Irrigation and Agricultural Mechanization Engineers,Private,Yes,Engineering,ML,Part-time,14.12,No,No,No,Radio and tv advertising,$11820,No,Training,No,Tier 3,993
Uzbekistan,Tashkent,Institute of Nuclear Physics,Private,No,Arts,AI,Part-time,12.15,Yes,Yes,Yes,Search Engine Marketing (SEM),$14475,No,Consulting,Yes,Tier 1,583
Uzbekistan,Tashkent,Uzbekistan State University of Law,Private,No,Science,ML,Full-time,7.37,Yes,Yes,No,Direct Engagement,$27173,No,Consulting,No,Tier 2,401
Uzbekistan,Tashkent,Westminster International University in Tashkent,Private,No,Engineering,IoT,Online,13.76,No,Yes,Yes,Email Marketing,$28946,No,Both,Yes,Tier 2,494
Uzbekistan,Tashkent,Inha University in Tashkent,Private,No,Business,Cyber Security,Part-time,14.61,Yes,Yes,No,Influencer Marketing,$21775,Yes,Consulting,No,Tier 1,843
Uzbekistan,Tashkent,Tashkent International University of Technology,Private,Yes,Science,IoT,Online,7.46,Yes,Yes,Yes,Print Media,$12011,Yes,Both,No,Tier 3,946
Uzbekistan,Tashkent,Tashkent Institute of Finance,Public,Yes,Science,Cyber Security,Part-time,19.78,Yes,No,Yes,Influencer Marketing,$33695,No,Consulting,No,Tier 1,764
Uzbekistan,Tashkent,Uzbekistan-Japan Center for Human Development,Private,No,Engineering,Data Science,Part-time,6.0,No,No,No,Social Media Advertising,$47574,No,Training,Yes,Tier 2,589
Uzbekistan,Tashkent,Korean University of International Studies,Private,Yes,Arts,IoT,Full-time,16.64,No,No,Yes,Influencer Marketing,$15090,No,Training,Yes,Tier 3,505
Uzbekistan,Samarkand,Samarkand State University,Public,Yes,Business,AI,Part-time,5.97,Yes,Yes,No,Email Marketing,$18038,No,Both,Yes,Tier 3,679
Uzbekistan,Bukhara,Bukhara State University,Private,No,Engineering,AI,Full-time,17.56,No,Yes,No,Direct Engagement,$20933,No,Consulting,No,Tier 1,414
Uzbekistan,Andijan,Andijan State University,Private,Yes,Science,IoT,Part-time,11.33,No,No,No,Print Media,$24865,Yes,Consulting,Yes,Tier 1,136
Uzbekistan,Fergana,Fergana State University,Public,Yes,Arts,Cyber Security,Part-time,13.68,Yes,Yes,Yes,Social Media Advertising,$26526,Yes,Consulting,No,Tier 1,160
Uzbekistan,Namangan,Namangan State University,Public,Yes,Arts,AI,Online,11.3,No,Yes,Yes,SEO,$11575,Yes,Consulting,No,Tier 1,648
Uzbekistan,Karshi,Karshi State University,Private,Yes,Arts,ML,Full-time,8.13,Yes,No,Yes,Direct Engagement,$43639,No,Training,Yes,Tier 2,170
Cyprus,Nicosia,University of Cyprus,Private,Yes,Engineering,Cyber Security,Online,5.4,Yes,Yes,Yes,Direct Engagement,$24090,No,Both,Yes,Tier 2,399
Cyprus,Nicosia,Open University of Cyprus,Private,No,Business,Data Science,Full-time,9.12,Yes,Yes,Yes,Influencer Marketing,$40640,No,Consulting,No,Tier 1,588
Cyprus,Nicosia,European University Cyprus,Private,Yes,Engineering,Cyber Security,Full-time,17.35,No,No,Yes,Search Engine Marketing (SEM),$17849,Yes,Training,No,Tier 1,864
Cyprus,Nicosia,University of Nicosia,Private,No,Business,ML,Part-time,14.78,Yes,Yes,Yes,Radio and tv advertising,$32979,No,Training,No,Tier 3,268
Cyprus,Nicosia,Frederick University,Public,No,Business,IoT,Part-time,5.02,No,Yes,Yes,Email Marketing,$41162,No,Training,No,Tier 3,594
Cyprus,Limassol,Cyprus University of Technology,Private,Yes,Science,AI,Full-time,14.55,No,No,No,Influencer Marketing,$47235,Yes,Training,Yes,Tier 1,495
Cyprus,Limassol,Frederick University,Private,No,Arts,IoT,Part-time,6.51,No,No,Yes,Radio and tv advertising,$49840,Yes,Consulting,No,Tier 3,190
Cyprus,Paphos,Neapolis University Pafos,Public,No,Arts,AI,Online,10.52,No,No,No,Radio and tv advertising,$20956,No,Both,Yes,Tier 1,743
Cyprus,Larnaca,UCLan Cyprus (University of Central Lancashire),Private,No,Engineering,Data Science,Full-time,16.89,Yes,No,No,Community Engagement,$10497,Yes,Consulting,Yes,Tier 2,875
United Arab Emirates,Al Ain,United Arab Emirates University (UAEU),Public,No,Business,IoT,Part-time,7.47,Yes,No,No,Community Engagement,$30703,No,Training,Yes,Tier 3,242
United Arab Emirates,Al Ain,Al Ain University of Science and Technology,Private,Yes,Business,ML,Full-time,16.11,Yes,Yes,No,Email Marketing,$43629,No,Both,No,Tier 2,141
United Arab Emirates,Sharjah,American University of Sharjah (AUS),Public,Yes,Arts,Cyber Security,Online,10.29,Yes,No,No,Community Engagement,$31064,No,Training,No,Tier 3,380
United Arab Emirates,Sharjah,University of Sharjah,Private,Yes,Business,Cyber Security,Full-time,15.09,Yes,No,No,Influencer Marketing,$13413,No,Training,No,Tier 1,91
United Arab Emirates,Abu Dhabi,Zayed University,Public,Yes,Arts,IoT,Part-time,7.62,No,Yes,No,Direct Engagement,$24401,Yes,Training,Yes,Tier 3,84
United Arab Emirates,Abu Dhabi,Abu Dhabi University (ADU),Public,No,Engineering,Cyber Security,Part-time,12.12,No,Yes,No,Search Engine Marketing (SEM),$27381,Yes,Training,No,Tier 2,992
United Arab Emirates,Abu Dhabi,Paris-Sorbonne University Abu Dhabi,Public,Yes,Engineering,Data Science,Full-time,6.22,No,No,No,Email Marketing,$48275,Yes,Training,Yes,Tier 1,774
United Arab Emirates,Abu Dhabi,NYU Abu Dhabi,Private,No,Arts,ML,Full-time,9.09,Yes,Yes,No,Community Engagement,$11476,Yes,Both,No,Tier 1,232
United Arab Emirates,Dubai,Dubai Islamic University,Public,No,Business,AI,Full-time,13.99,Yes,Yes,No,Direct Engagement,$23954,Yes,Consulting,Yes,Tier 1,733
United Arab Emirates,Dubai,American University in Dubai (AUD),Public,No,Business,AI,Online,16.31,Yes,No,Yes,Search Engine Marketing (SEM),$11017,No,Consulting,Yes,Tier 3,126
United Arab Emirates,Dubai,British University in Dubai (BUiD),Private,No,Business,IoT,Online,6.75,No,No,No,Community Engagement,$43081,Yes,Consulting,Yes,Tier 3,182
United Arab Emirates,Dubai,Dubai University of Technology,Private,Yes,Business,ML,Full-time,9.99,No,Yes,No,Print Media,$46463,No,Training,Yes,Tier 3,6
United Arab Emirates,Dubai,Canadian University Dubai (CUD),Public,No,Business,AI,Online,13.73,No,No,Yes,Radio and tv advertising,$40352,No,Both,No,Tier 2,213
United Arab Emirates,Dubai,University of Wollongong in Dubai (UOWD),Public,Yes,Science,Data Science,Online,8.85,Yes,Yes,Yes,Community Engagement,$47720,Yes,Both,No,Tier 1,264
United Arab Emirates,Dubai,Middlesex University Dubai,Private,No,Business,AI,Online,11.81,Yes,Yes,Yes,Email Marketing,$39011,No,Consulting,No,Tier 1,88
United Arab Emirates,Dubai,Heriot-Watt University Dubai,Public,Yes,Engineering,IoT,Part-time,14.98,Yes,Yes,Yes,Influencer Marketing,$16565,Yes,Training,Yes,Tier 2,25
Georgia,Tbilisi,Georgian State University of Physical Education and Sport,Public,Yes,Engineering,AI,Online,8.01,Yes,Yes,Yes,Influencer Marketing,$37378,Yes,Both,Yes,Tier 1,318
Georgia,Batumi,Batumi Shota Rustaveli State University,Public,Yes,Engineering,Data Science,Online,11.27,Yes,No,Yes,SEO,$33605,No,Both,Yes,Tier 2,18
Georgia,Kutaisi,Akaki Tsereteli State University,Public,No,Science,AI,Part-time,16.0,Yes,No,Yes,Radio and tv advertising,$19174,No,Both,No,Tier 3,487
Georgia,Kutaisi,Kutaisi University,Public,No,Engineering,Cyber Security,Online,10.38,No,No,No,Social Media Advertising,$24061,No,Both,Yes,Tier 3,85
Turkmenistan,Ashgabat,Turkmen State Institute of Business and Management,Private,No,Business,ML,Online,9.22,Yes,No,No,Influencer Marketing,$34409,Yes,Both,Yes,Tier 2,390
Turkmenistan,Various locations,State Pedagogical Institute,Public,No,Science,Data Science,Online,13.87,Yes,No,No,Influencer Marketing,$11795,Yes,Training,No,Tier 2,736
Indonesia,Depok,University of Indonesia (Universitas Indonesia),Private,No,Arts,Cyber Security,Full-time,8.82,No,No,Yes,Print Media,$43380,Yes,Training,No,Tier 3,354
Indonesia,Depok,Gunadarma University,Public,No,Arts,Cyber Security,Part-time,14.32,Yes,Yes,Yes,SEO,$13323,Yes,Consulting,Yes,Tier 1,79
Indonesia,Yogyakarta,Universitas Islam Indonesia,Private,Yes,Business,AI,Full-time,6.64,No,No,Yes,Search Engine Marketing (SEM),$13106,Yes,Both,No,Tier 3,2
Indonesia,Bandung,Bandung Institute of Technology (Institut Teknologi Bandung),Public,No,Business,IoT,Full-time,5.79,No,Yes,Yes,Direct Engagement,$32367,No,Both,No,Tier 3,839
Indonesia,Bandung,Padjadjaran University (Universitas Padjadjaran),Private,Yes,Engineering,IoT,Online,16.29,Yes,No,No,Influencer Marketing,$42483,No,Consulting,No,Tier 3,161
Indonesia,Bandung,Telkom University,Public,No,Business,IoT,Online,12.43,Yes,No,No,Community Engagement,$39619,Yes,Both,Yes,Tier 2,433
Indonesia,Bandung,Maranatha Christian University (Universitas Kristen Maranatha),Public,Yes,Arts,ML,Online,16.92,No,No,No,SEO,$23959,Yes,Consulting,No,Tier 1,115
Indonesia,Bogor,Bogor Agricultural University (Institut Pertanian Bogor),Public,No,Arts,IoT,Full-time,17.46,No,No,No,Search Engine Marketing (SEM),$17791,Yes,Consulting,No,Tier 2,542
Indonesia,Surabaya,Airlangga University (Universitas Airlangga),Public,Yes,Arts,IoT,Part-time,10.24,Yes,No,Yes,Radio and tv advertising,$27743,Yes,Training,Yes,Tier 2,590
Indonesia,Surabaya,Sepuluh Nopember Institute of Technology (Institut Teknologi Sepuluh Nopember),Public,No,Business,IoT,Online,19.92,Yes,Yes,Yes,Email Marketing,$45443,Yes,Both,Yes,Tier 2,428
Indonesia,Surabaya,Petra Christian University (Universitas Kristen Petra),Public,No,Engineering,Data Science,Online,15.87,Yes,No,No,Radio and tv advertising,$12503,No,Training,Yes,Tier 2,477
Indonesia,Semarang,Diponegoro University (Universitas Diponegoro),Public,No,Science,Data Science,Part-time,11.05,Yes,No,Yes,Influencer Marketing,$31269,No,Training,No,Tier 2,531
Indonesia,Makassar,Hasanuddin University (Universitas Hasanuddin),Public,Yes,Arts,ML,Part-time,14.06,No,No,No,Community Engagement,$37295,No,Consulting,Yes,Tier 1,397
Indonesia,Malang,Brawijaya University (Universitas Brawijaya),Public,Yes,Engineering,Cyber Security,Full-time,16.76,No,Yes,No,Print Media,$39680,Yes,Training,Yes,Tier 2,358
Indonesia,Padang,Andalas University (Universitas Andalas),Private,No,Engineering,Data Science,Online,5.92,No,No,No,Print Media,$29678,Yes,Both,No,Tier 1,27
Indonesia,Palembang,Sriwijaya University (Universitas Sriwijaya),Private,No,Business,ML,Online,9.8,Yes,No,Yes,Email Marketing,$23903,Yes,Consulting,No,Tier 1,516
Indonesia,Jakarta,Binus University (Bina Nusantara University),Private,No,Engineering,Cyber Security,Online,12.59,No,No,No,Community Engagement,$46154,Yes,Consulting,No,Tier 2,315
Indonesia,Jakarta,Atma Jaya Catholic University of Indonesia (Universitas Katolik Indonesia Atma Jaya),Public,No,Business,IoT,Part-time,16.98,Yes,No,Yes,Email Marketing,$27012,Yes,Both,No,Tier 2,796
Indonesia,Jakarta,Trisakti University (Universitas Trisakti),Private,No,Science,Data Science,Online,10.04,No,No,Yes,Search Engine Marketing (SEM),$17967,No,Training,No,Tier 1,768
Indonesia,Tangerang,Pelita Harapan University (Universitas Pelita Harapan),Private,Yes,Arts,AI,Full-time,12.5,No,No,No,Radio and tv advertising,$40336,No,Consulting,No,Tier 1,823
Indonesia,Tangerang,Swiss German University,Public,Yes,Science,ML,Full-time,11.44,No,No,Yes,Radio and tv advertising,$31056,No,Training,No,Tier 2,977
Indonesia,Bekasi,President University,Private,No,Business,IoT,Full-time,18.77,No,Yes,No,Influencer Marketing,$16739,No,Training,Yes,Tier 1,716
Turkey,Ankara,Ankara University,Private,Yes,Science,ML,Online,15.56,No,Yes,Yes,Radio and tv advertising,$21025,No,Training,Yes,Tier 2,735
Turkey,Ankara,Middle East Technical University (METU),Private,No,Science,ML,Full-time,18.62,No,No,Yes,Print Media,$30083,No,Consulting,Yes,Tier 2,799
Turkey,Ankara,Hacettepe University,Public,Yes,Business,AI,Full-time,18.12,No,No,No,Print Media,$29905,Yes,Both,Yes,Tier 3,366
Turkey,Ankara,Gazi University,Private,Yes,Business,Cyber Security,Online,19.65,No,Yes,Yes,Social Media Advertising,$40084,No,Training,No,Tier 3,449
Turkey,Ankara,Bilkent University,Private,No,Science,Data Science,Full-time,11.85,Yes,Yes,Yes,Direct Engagement,$16133,Yes,Consulting,No,Tier 1,455
Turkey,Ankara,Kırıkkale University,Public,Yes,Business,IoT,Full-time,6.9,No,Yes,Yes,Community Engagement,$27718,Yes,Consulting,No,Tier 1,245
Turkey,Ankara,Çukurova University,Private,Yes,Arts,IoT,Part-time,11.34,Yes,Yes,Yes,Print Media,$24326,Yes,Training,Yes,Tier 2,722
Turkey,Istanbul,Boğaziçi University,Public,No,Business,ML,Full-time,11.27,No,No,No,Community Engagement,$31385,No,Consulting,No,Tier 2,646
Turkey,Istanbul,Istanbul University,Private,Yes,Engineering,Cyber Security,Part-time,17.14,No,No,Yes,Radio and tv advertising,$10596,No,Consulting,Yes,Tier 2,399
Turkey,Istanbul,Istanbul Technical University (ITU),Public,Yes,Engineering,AI,Online,14.13,No,No,No,Print Media,$42535,No,Training,Yes,Tier 1,545
Turkey,Istanbul,Yeditepe University,Public,No,Arts,Cyber Security,Online,6.14,Yes,No,Yes,Direct Engagement,$38183,No,Training,Yes,Tier 2,113
Turkey,Istanbul,Sabancı University,Public,No,Science,ML,Online,17.84,Yes,Yes,No,Influencer Marketing,$37021,No,Consulting,Yes,Tier 2,894
Turkey,Istanbul,Koç University,Public,No,Engineering,AI,Full-time,19.69,No,Yes,Yes,Radio and tv advertising,$41151,Yes,Both,Yes,Tier 3,293
Turkey,Istanbul,Istanbul Bilgi University,Public,Yes,Engineering,Data Science,Part-time,17.15,No,No,Yes,SEO,$28537,No,Training,No,Tier 1,392
Turkey,Istanbul,Istanbul Sehir University,Public,No,Business,ML,Full-time,14.82,No,Yes,No,SEO,$28063,No,Training,No,Tier 1,236
Turkey,Istanbul,Istanbul University - Cerrahpaşa,Public,No,Arts,Data Science,Full-time,12.82,No,No,No,Community Engagement,$35986,No,Consulting,Yes,Tier 1,444
Turkey,Istanbul,Bahçeşehir University,Public,Yes,Business,IoT,Full-time,19.26,Yes,Yes,No,Social Media Advertising,$17286,No,Training,Yes,Tier 2,147
Turkey,Istanbul,Üsküdar University,Public,No,Arts,Data Science,Full-time,7.31,No,Yes,Yes,Influencer Marketing,$48046,Yes,Consulting,No,Tier 2,283
Turkey,Istanbul,Acıbadem University,Private,No,Arts,Cyber Security,Part-time,11.61,No,Yes,No,Community Engagement,$29771,Yes,Consulting,No,Tier 3,799
Turkey,Istanbul,İstanbul Kültür University,Private,No,Business,Cyber Security,Online,16.19,Yes,Yes,No,Print Media,$24329,No,Training,Yes,Tier 3,123
Turkey,Istanbul,Maltepe University,Private,Yes,Science,AI,Full-time,17.4,No,No,Yes,Radio and tv advertising,$29396,No,Consulting,Yes,Tier 3,951
Turkey,Istanbul,Beykoz University,Private,Yes,Business,Data Science,Online,12.73,Yes,Yes,No,Direct Engagement,$13158,No,Both,No,Tier 3,913
Turkey,Istanbul,Nişantaşı University,Public,No,Business,IoT,Part-time,8.35,No,Yes,No,Direct Engagement,$34278,No,Training,Yes,Tier 2,407
Turkey,Istanbul,Doğuş University,Private,No,Arts,Data Science,Online,14.35,No,No,No,Email Marketing,$48162,No,Both,No,Tier 1,689
Turkey,Istanbul,Kadir Has University,Public,No,Engineering,ML,Full-time,18.03,No,No,Yes,Social Media Advertising,$10884,No,Both,Yes,Tier 2,593
Turkey,Istanbul,Altınbaş University,Public,No,Engineering,AI,Online,17.35,Yes,Yes,Yes,SEO,$35886,Yes,Training,No,Tier 2,772
Turkey,Istanbul,American University of Turkey,Private,Yes,Business,Cyber Security,Full-time,16.5,No,Yes,Yes,Print Media,$43008,No,Consulting,Yes,Tier 2,759
Turkey,Izmir,University of Izmir,Public,No,Science,Cyber Security,Full-time,9.9,No,Yes,No,Search Engine Marketing (SEM),$47477,Yes,Consulting,Yes,Tier 3,834
Turkey,Izmir,Ege University,Public,No,Arts,AI,Full-time,9.74,No,No,No,Influencer Marketing,$32674,Yes,Training,Yes,Tier 2,542
Turkey,Izmir,Dokuz Eylül University,Private,Yes,Arts,IoT,Full-time,5.9,Yes,No,No,Print Media,$45216,Yes,Training,No,Tier 3,677
Turkey,Konya,Selçuk University,Public,No,Engineering,AI,Part-time,16.82,Yes,Yes,Yes,Print Media,$27728,Yes,Training,Yes,Tier 2,157
Turkey,Sakarya,Sakarya University,Public,Yes,Science,ML,Online,15.56,Yes,Yes,Yes,Direct Engagement,$17600,Yes,Both,Yes,Tier 3,143
Turkey,Kocaeli,Kocaeli University,Public,Yes,Arts,Data Science,Part-time,14.66,No,No,No,Direct Engagement,$37055,Yes,Training,No,Tier 1,663
